,sensacion_termica,humedad,velocidad_viento,alquiler_casual,total_alquileres,alquiler_registrado_boxcox,estacion_map,año_map,mes_map,dia_sem_map,laborable_map,prevision_tiempo_map
51,-0.7498102786115071,-0.10248835820895502,1.2910746404593574,-0.669016340916373,-1.2307554760840411,-1.3160584077320236,0.0,0.0,0.5,0.0,1,1.5
52,-1.1114270829011008,-0.23250388059701477,0.14967270543998412,-0.8240948413969882,-1.1080911935628073,-1.0702754854273868,0.0,0.0,0.5,0.0,0,2.0
53,-0.8912894138692561,-0.9715367164179104,-0.8839319105199824,-0.7407882089074015,-0.9410818059901654,-0.8684820399114427,0.0,0.0,0.5,0.0,0,2.0
54,-0.730940492491828,0.3387820895522387,0.7074650635635803,-0.7907721884011535,-0.9804202056325436,-0.903522294461174,0.0,0.0,0.5,0.0,0,1.5
55,-0.5049530422274167,0.4093874626865673,1.6848253877798156,-0.7651393784043575,-1.1041573535985696,-1.0882729194351952,0.0,0.0,0.5,0.5,0,1.5
56,-0.7567555106801848,-0.42288477611940284,0.056946454966151056,-0.3755206664530599,-0.9224854716137685,-0.9843966592005101,0.0,0.0,0.5,0.5,1,2.0
57,-0.5025629676759015,0.25572059701492555,-0.5670934767510194,-0.029477731496315284,-0.7676352257487706,-0.9030271214171486,0.0,0.0,0.5,0.5,1,2.0
58,-0.32179882617094746,1.1935785074626866,1.1062734213411825,-0.8151233578981096,-1.10952168082253,-1.0759235935318991,0.0,0.0,0.5,0.0,0,1.5
59,-0.8243009354670653,-0.43681671641791026,0.36074907586670085,-0.7433514899070811,-0.9646848457755923,-0.9000570864288894,0.0,0.0,1.5,0.0,0,2.0
60,-0.617043112629497,-0.8447785074626863,1.2909423488377418,-0.6228772829221403,-0.8634778721502011,-0.8073444051860506,0.0,0.0,1.5,0.0,0,2.0
61,-1.059420831085723,-1.4716441791044774,0.45568357879365295,-0.7612944569048382,-1.0240500670540904,-0.975846407512573,0.0,0.0,1.5,0.0,0,2.0
62,-0.8545457060263628,-0.07661611940298493,0.22765352824298904,-0.6446651714194168,-0.9314260169870362,-0.8921453578882014,0.0,0.0,1.5,0.5,0,1.5
63,-0.40050530897153963,0.7771152238805975,0.7214574466190588,-0.09868631848766421,-0.8838623156012517,-1.03908740704447,0.0,0.0,1.5,0.5,1,1.5
64,-0.4467097285808472,1.5369671641791045,1.651732129818786,-0.7728292214033964,-1.410281627179258,-1.5582002143309222,0.0,0.0,1.5,0.5,1,1.5
65,-0.918052347427581,-0.3589468656716415,1.632041030755258,-0.606215956424223,-0.9571747876620473,-0.9427949617018376,0.0,0.0,1.5,0.0,0,2.0
66,-0.6822205931847838,-0.9820919402985072,-0.6138840056885396,-0.5139378404357577,-0.8638354939651318,-0.8493331893825666,0.0,0.0,1.5,0.0,0,2.0
67,-0.7404675952180069,0.7114435820895527,0.3986557135988154,-0.6741429029157321,-0.9503799731783639,-0.9069898477373943,0.0,0.0,1.5,0.0,0,1.5
68,-0.3750960133150758,-0.0009958208955221882,0.8232812901485991,-0.8599807753925024,-1.4038444345105052,-1.5066021072401998,0.0,0.0,1.5,0.0,0,0.0
69,-0.6726307878854941,0.11035940298507509,0.5291156050688044,-0.6023710349247037,-0.9196244970943227,-0.8921453578882014,0.0,0.0,1.5,0.5,0,1.5
70,-0.5960967648238564,-0.15224119402985048,0.4050158877149422,0.008971483498878564,-0.8641931157800626,-1.053886707401022,0.0,0.0,1.5,0.5,1,2.0
71,-0.395666145682052,-0.47315820895522365,0.9120896733668981,0.33963473245754566,-0.76227089852481,-1.0401064557586892,0.0,0.0,1.5,0.5,1,2.0
72,-0.5730443482390258,-0.6185146268656714,-0.4482548954260172,-0.45882729894264657,-0.8949485918641037,-0.9134358500738128,0.0,0.0,1.5,0.0,0,2.0
73,-0.6240252285647107,0.1394316417910452,0.0339277128050658,-0.5485421339314323,-0.8913723737147966,-0.8738954737607623,0.0,0.0,1.5,0.0,0,1.5
74,-0.44420900242972483,0.7167211940298507,0.2253231604468403,-0.5075296379365588,-0.8427358068842199,-0.8229308028620866,0.0,0.0,1.5,0.0,0,1.5
75,-0.2841219565047005,-0.11243701492537299,0.29108227266829656,-0.3755206664530599,-0.6453285650424676,-0.6079043179822948,0.0,0.0,1.5,0.0,0,2.0
76,0.14622424468757061,-0.4835414925373131,0.509241332990732,0.21403396347324574,-0.46830576665176576,-0.5914483555669844,0.0,0.0,1.5,0.5,0,2.0
77,-0.07686413366713214,-1.1810937313432834,1.9049179410335537,0.9061198333867351,-0.5119356280733125,-0.9104597575115675,0.0,0.0,1.5,0.5,1,2.0
78,-0.5960967648238564,-0.729354029850746,0.27217474705587524,0.4229413649471323,-0.7429593205185516,-1.0457154229778511,1.4,0.0,1.5,0.5,1,2.0
79,-0.28632761172353693,0.5298268656716417,1.097084241778203,-0.4049983979493752,-0.8838623156012517,-0.9188965619833666,1.4,0.0,1.5,0.0,0,1.5
80,-0.17233064542155954,-0.008957611940298248,0.4556428736793097,-0.3293816084588273,-0.6599910594546268,-0.6442528299969136,1.4,0.0,1.5,0.0,0,2.0
81,-0.5511390199034565,1.0178220895522392,0.5422531807230754,-0.6587632169176546,-0.8681269557443004,-0.8000531982086659,1.4,0.0,1.5,0.0,0,1.5
82,-0.7986518946781193,0.8567140298507462,0.6391924105314309,-0.706183915411727,-0.9596781403665624,-0.9074854045945815,1.4,0.0,1.5,0.0,0,1.5
83,-0.8522109572746512,-0.6278614925373133,0.5062698596436775,-0.5344440884331945,-0.8362986142154671,-0.8039406664629402,1.4,0.0,1.5,0.5,0,2.0
84,-0.847567278477803,-1.1094519402985072,0.2910008624396101,0.33835309195770585,-0.7340187751452839,-0.9995233639044588,1.4,0.0,1.5,0.5,1,2.0
85,-0.8742416907564422,-0.633053134328358,0.03383612629779359,-0.31400192246074976,-1.0211890925346445,-1.1505833701063053,1.4,0.0,1.5,0.5,1,1.5
86,-0.8475562133178423,-1.5488214925373134,0.3177950039560282,-0.6344120474206985,-0.9013857845328564,-0.8547272195289222,1.4,0.0,1.5,0.0,0,2.0
87,-0.7172307593004976,-1.4915414925373134,0.4683225167972197,-0.5126561999359179,-0.7594099240053643,-0.708484312540651,1.4,0.0,1.5,0.0,0,2.0
88,-0.7008469457853268,0.09651820895522437,-0.08229556492338533,-0.7036206344120475,-1.077335717478766,-1.0743824581328376,1.4,0.0,1.5,0.0,0,1.5
89,-0.8475525249311887,1.3940274626865672,0.3731743120199657,-0.6895225889138097,-1.0240500670540904,-1.0040709764418987,1.4,0.0,1.5,0.0,0,0.0
90,-0.7521007667233757,0.2855713432835823,0.7910326633101906,-0.5254726049343159,-0.8302190433616451,-0.7990817495079501,1.4,0.0,2.0,0.5,0,1.5
91,-0.6333974190514392,0.13034746268656736,0.16456060101101316,0.23197693047100287,-0.8212784979883773,-1.0815792161836062,1.4,0.0,2.0,0.5,1,1.5
92,-0.40054956961138244,-0.6995032835820894,0.012598232889223536,1.1970522268503685,-0.4647295485024586,-0.9577903923098514,1.4,0.0,2.0,0.5,1,2.0
93,0.20494336021245133,-0.9562197014925371,2.0820258935408615,0.021787888497276513,-0.5126508717031739,-0.5792500544938354,1.4,0.0,2.0,0.0,0,2.0
94,-0.32831989377446436,0.07462447761194022,2.107425884891025,-0.7049022749118872,-0.9847116674117121,-0.9427949617018376,1.4,0.0,2.0,0.0,0,1.5
95,-0.3679405432071443,-0.7432859701492535,0.8353503565513609,-0.38961871195129766,-0.6224407688869021,-0.5726908509829121,1.4,0.0,2.0,0.0,0,2.0
96,-0.19795017911727691,-0.11243701492537299,-0.18991988724683317,-0.18711951297661006,-0.5033527045149754,-0.4912208973512337,1.4,0.0,2.0,0.0,0,2.0
97,-0.6007847042605479,1.0019892537313435,0.46828181168287647,-0.6984940724126882,-1.1005811354492625,-1.1099725835100662,1.4,0.0,2.0,0.5,0,1.5
98,-0.5378977118171298,1.1990041791044779,-0.4873623340312565,0.20762576097404678,-0.748681269557443,-0.9688165502384374,1.4,0.0,2.0,0.5,1,1.5
99,-0.22361766183949075,1.1034817910447763,-0.3481101378631341,0.6036526754245434,-0.5913276709879303,-0.903522294461174,1.4,0.0,2.0,0.5,1,1.5
100,0.287150121947284,0.4322268656716419,1.460285800784082,0.1768663889778917,-0.4293249888243183,-0.5269511069793832,1.4,0.0,2.0,0.0,0,1.5
101,0.020985075865503022,0.5383092537313438,0.9555932643212043,-0.5895546299263057,-0.8992400536432722,-0.8689739414472639,1.4,0.0,2.0,0.0,0,1.5
102,-0.2584876692623689,0.9203988059701498,0.7086963932724623,-0.6510733739186159,-0.8534644613321413,-0.7830767980142366,1.4,0.0,2.0,0.0,0,1.5
103,-0.09081730037759851,-0.41094447761194014,-0.7151379776172753,-0.24094841396988145,-0.45829235583370587,-0.41386759713901156,1.4,0.0,2.0,0.0,0,2.0
104,-0.16764270598486844,0.21392955223880616,0.4620030477954365,-0.09612303748798462,-0.5087170317389361,-0.5311391556082092,1.4,0.0,2.0,0.5,1,2.0
105,-0.22820970322318893,1.2507438805970148,1.6265051352045814,-0.7638577379045178,-1.342333482342423,-1.4499040405245593,1.4,0.0,2.0,0.5,1,0.0
106,-0.15368953927440207,-0.7014949253731341,1.246807828611116,1.0778596603652675,-0.28770675011175684,-0.6712927133090436,1.4,0.0,2.0,0.5,1,2.0
107,0.058208273973360675,-0.4009958208955222,-0.17714865762165094,-0.06151874399231016,-0.40035762181493073,-0.4037969224353108,1.4,0.0,2.0,0.0,0,2.0
108,0.006983960128540446,0.18805731343283574,-0.23409511258780227,-0.39474527395065684,-0.4808225301743406,-0.38780262247729946,1.4,0.0,2.0,0.0,0,1.5
109,0.2841072029580862,-0.058705671641790906,0.6202441798046661,-0.13329061198333866,-0.21618238712561466,-0.14672467612615744,1.4,0.0,2.0,0.0,0,2.0
110,-0.12345952226171857,-1.047763582089552,1.4682640031953516,0.035885933995514256,-0.1285650424675905,-0.09674964944967993,1.4,0.0,2.0,0.0,0,2.0
111,-0.6100978805608194,0.49253492537313426,0.3922548343683457,-0.6920858699134893,-1.0247653106839518,-1.0040709764418987,1.4,0.0,2.0,0.5,0,1.5
112,-0.13736842833234217,1.2487570149253737,0.5062698596436775,0.9548221723806473,-0.18328118015198927,-0.48936965034240276,1.4,0.0,2.0,0.5,1,1.5
113,0.2375265679101141,0.8805946268656716,0.11397432016098859,1.2726690163409164,-0.1278497988377291,-0.5325357277977116,1.4,0.0,2.0,0.5,1,1.5
114,0.32138941525240117,0.717413731343284,0.04434822207692752,0.07177186799102851,-0.17004917299955297,-0.16048320750252157,1.4,0.0,2.0,0.0,0,2.0
115,0.393619091089319,0.490548059701493,1.480902941198918,-0.049983979493752,-0.05310683951721055,0.02506967262034827,1.4,0.0,2.0,0.0,0,2.0
116,0.323757359483995,0.9980107462686572,1.3353821574219416,-0.21787888497276514,-0.24193115780062585,-0.149385963103903,1.4,0.0,2.0,0.0,0,1.5
117,0.33772527974107536,0.35522149253731333,1.4239971913471101,-0.18968279397628965,-0.17541350022351362,-0.07692379098997622,1.4,0.0,2.0,0.0,0,1.5
118,0.037247172621105884,-0.8089576119402982,0.6012959490779018,0.20634412047420697,0.01662941439427805,0.022892256421498558,1.4,0.0,2.0,0.5,0,2.0
119,-0.0860998538476789,-0.5880620895522386,0.5505366714919189,1.599487343800064,0.27304425569959767,-0.13963177234188884,1.4,0.0,2.0,0.5,1,2.0
120,-0.1444390655472413,0.6477588059701491,-0.7593640843511732,0.5395706504325537,-0.4282521233795262,-0.6584700295307072,1.4,0.0,2.0,0.5,1,1.5
121,0.16770540855797916,0.4945265671641793,0.025226994614204565,0.16661326497917334,-0.05274921770227984,-0.04836067909343581,1.4,0.0,2.0,0.0,0,1.5
122,0.34934369769983015,0.33731104477611934,1.6454228370955881,-0.14610701698173661,-0.0348681269557443,0.07978323975597967,1.4,0.0,2.0,0.0,0,1.5
123,-0.30508305785695505,0.5283558208955224,1.5063029325490815,-0.5921179109259853,-0.6850245864997765,-0.5806564248696965,1.4,0.0,2.0,0.0,0,1.5
124,-0.16762795243825418,-0.8706459701492536,1.1643392669517723,-0.13200897148349888,-0.04130531962449709,0.06721696573188227,1.4,0.0,2.0,0.0,0,2.0
125,-0.04886190219320673,-0.17413014925373113,0.48104286502947297,0.2268503684716437,0.02127849798837729,0.021585574768614463,1.4,0.0,2.0,0.5,0,2.0
126,0.09315573751596379,-0.4069659701492535,-0.20886811797359772,1.1470682473566165,0.05918641037103263,-0.2488739569950987,1.4,0.0,2.0,0.5,1,2.0
127,0.11643683407331615,0.024876417910447902,-1.0821200241177802,0.8766421018904197,-0.07706750111756817,-0.32550947911638994,1.4,0.0,2.0,0.5,1,2.0
128,0.1397216190173217,-0.18010029850746248,-0.05062698596436781,-0.06792694649150913,-0.06669646848457755,0.01461366074190777,1.4,0.0,2.0,0.0,0,2.0
129,0.1304084427170502,-0.6557205970149252,-0.6645516967672507,-0.029477731496315284,0.0910147518998659,0.1921928909557965,1.4,0.0,2.0,0.0,0,2.0
130,0.15135479052269074,0.030846567164179245,-0.6139654159172261,-0.21403396347324574,-0.1310683951721055,-0.014198389023201887,1.4,0.0,2.0,0.0,0,2.0
131,0.132776386948644,0.5781086567164181,0.0884522134677959,-0.02819609099647549,0.11282968261063925,0.21786528071762898,1.4,0.0,2.0,0.0,0,2.0
132,0.025580805635854884,1.131340895522388,-0.012720348232253239,-0.03204101249599487,-0.15860527492177023,-0.11043231381588144,1.4,0.0,2.0,0.5,0,1.5
133,0.048924604766317714,1.4139295522388062,-0.46836322191156293,0.23710349247036205,-0.4075100581135449,-0.520441317494118,1.4,0.0,2.0,0.5,1,1.5
134,0.17938652908984468,1.149251343283582,-0.2848950952881285,1.1086190323614227,0.0016092981671881985,-0.3078650302975552,1.4,0.0,2.0,0.5,1,1.5
135,0.23291239620649454,0.7711450746268661,-0.550577376606262,0.07177186799102851,-0.2111756817165847,-0.2117112250628643,1.4,0.0,2.0,0.0,0,2.0
136,0.18871445893673042,1.00995104477612,0.9807795538210653,-0.049983979493752,-0.15216808225301742,-0.09630861238465127,1.4,0.0,2.0,0.0,0,1.5
137,0.14677381429895314,1.1631832835820897,0.20878670774491123,-0.23197693047100287,-0.24801072865444793,-0.15204804251394244,1.4,0.0,2.0,0.0,0,1.5
138,0.08622525899390035,0.9701468656716418,-0.7404463824601663,0.02306952899711631,0.009476978095663835,0.07631824690645367,1.4,0.0,2.0,0.0,0,1.5
139,0.15372273475428452,0.4447737313432835,-0.5694849022186831,0.24607497596924063,0.13178363880196692,0.1488372959571807,1.4,0.0,2.0,0.5,0,2.0
140,0.31207623895212944,0.0009958208955225276,-0.6138840056885396,1.975008010253124,0.4493518104604381,-0.051432538843641976,1.4,0.0,2.0,0.5,1,2.0
141,0.32138941525240117,0.5880573134328357,-0.33548137613815304,1.1009291893623838,0.03987483236477425,-0.2569548651663941,1.4,0.0,2.0,0.5,1,2.0
142,0.3796511708322386,0.8766161194029852,0.5379893199956243,0.1525152194809356,-0.09816718819848011,-0.09939631578837468,1.4,0.0,2.0,0.0,0,1.5
143,0.4331954798821562,0.5462662686567163,0.2657738678254055,-0.0743351489907081,-0.020205632543585157,0.07328540111174678,1.4,0.0,2.0,0.0,0,1.5
144,0.4727681802883399,0.33333253731343304,-0.2721340419415323,0.029477731496315284,0.15359856951274029,0.2473133185950987,1.4,0.0,2.0,0.0,0,2.0
145,0.6171537642291045,0.24378029850746288,0.1899605923611764,0.05254726049343159,0.04595440321859633,0.11048330705541062,1.4,0.0,2.0,0.0,0,2.0
146,0.5519430881939357,0.13034746268656736,0.6075645366867561,0.19737263697532842,0.04666964684845776,0.062446334539044766,1.4,0.0,2.0,0.5,0,2.0
147,0.4611018133030889,0.49253492537313426,0.4998282752988646,1.6456264017942968,0.07492177022798391,-0.40516941415744395,1.4,0.0,2.0,0.5,1,2.0
148,0.4727976873815684,0.9184071641791047,0.3354406710238098,2.0993271387375843,0.08565042467590522,-0.5549190479453046,1.4,0.0,2.0,0.5,1,2.0
149,0.6776580588943142,0.27960119402985095,-0.5062698596436775,1.0663248958667093,-0.1611086276262852,-0.5009477644141586,1.4,0.0,2.0,0.0,1,2.0
150,0.8779042587034405,0.04875701492537327,-0.7087370983868054,-0.05639218199295098,-0.20259275815824765,-0.15648660702773592,1.4,0.0,2.0,0.0,0,2.0
151,0.8616163432412622,0.24178865671641783,0.2657738678254055,-0.26145466196731815,-0.20545373267769335,-0.08925488700133533,1.4,0.0,2.5,0.0,0,1.5
152,0.57751836124981,-1.5353241791044774,1.132741921942855,0.024351169496956104,0.15002235136343317,0.24475577733134035,1.4,0.0,2.5,0.0,0,2.0
153,0.36798480384698734,-1.3004967164179102,0.7341777948513117,0.23197693047100287,0.27304425569959767,0.32207283601261777,1.4,0.0,2.5,0.5,0,2.0
154,0.3958800721079593,-0.8129361194029848,-0.5885247194527197,1.4764498558154437,0.283772910147519,-0.08396812384227544,1.4,0.0,2.5,0.5,1,2.0
155,0.4774229242451488,0.12437731343283602,-0.43028358744349,1.2406280038449216,0.1278497988377291,-0.19564231204626908,1.4,0.0,2.5,0.5,1,1.5
156,0.4960640303923063,-0.1263689552238804,-0.6012043625706296,-0.05639218199295098,-0.0001788109074653554,0.0914688343249749,1.4,0.0,2.5,0.0,0,2.0
157,0.6218085081859134,-0.13631761194029837,0.06953451157678885,0.05895546299263057,0.10174340634778721,0.17547269647642866,1.4,0.0,2.5,0.0,0,2.0
158,0.8848974397986147,-0.020897910447760935,-0.4493641097918697,-0.05254726049343159,-0.05274921770227984,0.026375890672293525,1.4,0.0,2.5,0.0,0,2.0
159,0.9966555554018734,-0.2776143283582087,-0.31640085378977334,-0.19737263697532842,-0.22655341975860527,-0.1374163881624249,1.4,0.0,2.5,0.0,0,1.5
160,0.7964241091393615,-0.10248835820895502,-0.41133535671672544,0.1256007689842999,0.013410818059901655,0.04638293176705999,1.4,0.0,2.5,0.5,0,2.0
161,0.7032775925900313,0.13432597014925365,-0.265855278054092,1.2970201858378725,0.14930710773357175,-0.18851009836938393,1.4,0.0,2.5,0.5,1,2.0
162,0.5752426266845555,0.5801002985074631,-0.17714865762165094,0.9612303748798462,-0.031649530621367904,-0.2979286291551475,1.4,0.0,2.5,0.5,1,2.0
163,0.42154386644351943,-0.629853134328358,1.265674649109194,0.18711951297661006,0.16861868573983013,0.21273570653183427,1.4,0.0,2.5,0.0,0,2.0
164,0.3842616541492047,-0.5701516417910445,0.8986468093550529,0.01281640499839795,0.12248547161376844,0.21572825458056089,1.4,0.0,2.5,0.0,0,2.0
165,0.37027529195885617,-0.739302686567164,-0.13293272716633886,0.06664530599166933,0.22583817612874385,0.32080269850627924,1.4,0.0,2.5,0.0,0,2.0
166,0.39827752343278156,0.2955199999999999,0.25945439882362226,-0.22044216597244473,-0.2794814483683505,-0.19519637772541004,1.4,0.0,2.5,0.0,0,1.5
167,0.41685592700682833,0.522385671641791,-0.3861490672168641,0.18711951297661006,0.10567724631202503,0.13721680540792547,1.4,0.0,2.5,0.5,0,2.0
168,0.5775626218896528,0.2099510447761199,-0.6265229436921064,1.3969881448253765,0.20402324541797048,-0.15515480559918787,1.4,0.0,2.5,0.5,1,2.0
