,sensacion_termica,humedad,velocidad_viento,alquiler_registrado,total_alquileres,alquiler_casual_boxcox,estacion_map,año_map,mes_map,dia_sem_map,laborable_map,prevision_tiempo_map
105,-0.22820970322318893,1.2507438805970148,1.6265051352045814,-1.3110477860587462,-1.342333482342423,-1.1602776895466724,1.4,0.0,2.0,0.5,1,0.0
106,-0.15368953927440207,-0.7014949253731341,1.246807828611116,-0.6481806225339763,-0.28770675011175684,0.7463960339114051,1.4,0.0,2.0,0.5,1,2.0
107,0.058208273973360675,-0.4009958208955222,-0.17714865762165094,-0.3965366067514248,-0.40035762181493073,-0.05825100436207619,1.4,0.0,2.0,0.0,0,2.0
108,0.006983960128540446,0.18805731343283574,-0.23409511258780227,-0.3811924594476107,-0.4808225301743406,-0.4376321866362966,1.4,0.0,2.0,0.0,0,1.5
109,0.2841072029580862,-0.058705671641790906,0.6202441798046661,-0.1462078035949145,-0.21618238712561466,-0.12997699434381024,1.4,0.0,2.0,0.0,0,2.0
110,-0.12345952226171857,-1.047763582089552,1.4682640031953516,-0.09666812801402894,-0.1285650424675905,0.03276369609679623,1.4,0.0,2.0,0.0,0,2.0
111,-0.6100978805608194,0.49253492537313426,0.3922548343683457,-0.9462954844366506,-1.0247653106839518,-0.9633273335765494,1.4,0.0,2.0,0.5,0,1.5
112,-0.13736842833234217,1.2487570149253737,0.5062698596436775,-0.47807978956597985,-0.18328118015198927,0.6782020702249079,1.4,0.0,2.0,0.5,1,1.5
113,0.2375265679101141,0.8805946268656716,0.11397432016098859,-0.5188513809732573,-0.1278497988377291,0.8486879536995124,1.4,0.0,2.0,0.5,1,1.5
114,0.32138941525240117,0.717413731343284,0.04434822207692752,-0.159798334064007,-0.17004917299955297,0.06468218769427594,1.4,0.0,2.0,0.0,0,2.0
115,0.393619091089319,0.490548059701493,1.480902941198918,0.025208241999123193,-0.05310683951721055,-0.047113164201391826,1.4,0.0,2.0,0.0,0,2.0
116,0.323757359483995,0.9980107462686572,1.3353821574219416,-0.14883822884699693,-0.24193115780062585,-0.22055337318088056,1.4,0.0,2.0,0.0,0,1.5
117,0.33772527974107536,0.35522149253731333,1.4239971913471101,-0.07693993862341078,-0.17541350022351362,-0.18956458855216637,1.4,0.0,2.0,0.0,0,1.5
118,0.037247172621105884,-0.8089576119402982,0.6012959490779018,0.023016220955721176,0.01662941439427805,0.17773938663456998,1.4,0.0,2.0,0.5,0,2.0
119,-0.0860998538476789,-0.5880620895522386,0.5505366714919189,-0.13919333625602806,0.27304425569959767,1.0070682703173175,1.4,0.0,2.0,0.5,1,2.0
120,-0.1444390655472413,0.6477588059701491,-0.7593640843511732,-0.6363437088996055,-0.4282521233795262,0.42235705655298417,0.0,0.0,2.0,0.0,1,1.5
121,0.16770540855797916,0.4945265671641793,0.025226994614204565,-0.04844366505918457,-0.05274921770227984,0.14537551205178742,0.0,0.0,2.0,0.5,0,1.5
122,0.34934369769983015,0.33731104477611934,1.6454228370955881,0.08044717229285402,-0.0348681269557443,-0.14325465351174477,0.0,0.0,2.0,0.5,0,1.5
123,-0.30508305785695505,0.5283558208955224,1.5063029325490815,-0.5640070144673389,-0.6850245864997765,-0.750948410156524,1.4,0.0,2.0,0.0,0,1.5
124,-0.16762795243825418,-0.8706459701492536,1.1643392669517723,0.06773345024112232,-0.04130531962449709,-0.1286574439961642,1.4,0.0,2.0,0.0,0,2.0
125,-0.04886190219320673,-0.17413014925373113,0.48104286502947297,0.021701008329679965,0.02127849798837729,0.1941365553847599,1.4,0.0,2.0,0.5,0,2.0
126,0.09315573751596379,-0.4069659701492535,-0.20886811797359772,-0.24660236738272687,0.05918641037103263,0.7834921471620353,1.5,0.0,2.0,0.0,1,2.0
127,0.11643683407331615,0.024876417910447902,-1.0821200241177802,-0.3211310828583954,-0.07706750111756817,0.6332546797192663,1.5,0.0,2.0,0.5,1,2.0
128,0.1397216190173217,-0.18010029850746248,-0.05062698596436781,0.014686540990793511,-0.06669646848457755,-0.06448328068599712,1.5,0.0,2.0,0.0,0,2.0
129,0.1304084427170502,-0.6557205970149252,-0.6645516967672507,0.19487067075843928,0.0910147518998659,-0.027561077502034563,1.0,0.0,2.0,0.0,0,2.0
130,0.15135479052269074,0.030846567164179245,-0.6139654159172261,-0.014248136782113108,-0.1310683951721055,-0.2162777413570293,1.0,0.0,2.0,0.5,0,2.0
131,0.132776386948644,0.5781086567164181,0.0884522134677959,0.22117492327926347,0.11282968261063925,-0.026349410240519115,1.0,0.0,2.0,0.0,0,2.0
132,0.025580805635854884,1.131340895522388,-0.012720348232253239,-0.11025865848312144,-0.15860527492177023,-0.029988019196144747,1.4,0.0,2.0,0.5,0,1.5
133,0.048924604766317714,1.4139295522388062,-0.46836322191156293,-0.5074528715475669,-0.4075100581135449,0.2022595322498075,1.4,0.0,2.0,0.5,1,1.5
134,0.17938652908984468,1.149251343283582,-0.2848950952881285,-0.3040333187198597,0.0016092981671881985,0.7629906307837886,1.4,0.0,2.0,0.5,1,1.5
135,0.23291239620649454,0.7711450746268661,-0.550577376606262,-0.2102148180622534,-0.2111756817165847,0.06468218769427594,1.4,0.0,2.0,0.0,0,2.0
136,0.18871445893673042,1.00995104477612,0.9807795538210653,-0.09622972380534853,-0.15216808225301742,-0.047113164201391826,1.4,0.0,2.0,0.0,0,1.5
137,0.14677381429895314,1.1631832835820897,0.20878670774491123,-0.15146865409907936,-0.24801072865444793,-0.2363700908123158,1.4,0.0,2.0,0.0,0,1.5
138,0.08622525899390035,0.9701468656716418,-0.7404463824601663,0.07693993862341078,0.009476978095663835,0.02116438653456732,1.4,0.0,2.0,0.0,0,1.5
139,0.15372273475428452,0.4447737313432835,-0.5694849022186831,0.15059184568171854,0.13178363880196692,0.20932658758868836,1.4,0.0,2.0,0.5,0,2.0
140,0.31207623895212944,0.0009958208955225276,-0.6138840056885396,-0.05151249451994739,0.4493518104604381,1.172459022949565,1.4,0.0,2.0,0.5,1,2.0
141,0.32138941525240117,0.5880573134328357,-0.33548137613815304,-0.25449364313897416,0.03987483236477425,0.7588583036434408,1.4,0.0,2.0,0.5,1,2.0
142,0.3796511708322386,0.8766161194029852,0.5379893199956243,-0.09929855326611135,-0.09816718819848011,0.1336958388292425,1.4,0.0,2.0,0.0,0,1.5
143,0.4331954798821562,0.5462662686567163,0.2657738678254055,0.07387110916264795,-0.020205632543585157,-0.07074791882166627,1.4,0.0,2.0,0.0,0,1.5
144,0.4727681802883399,0.33333253731343304,-0.2721340419415323,0.2514248136782113,0.15359856951274029,0.02697751752188098,1.4,0.0,2.0,0.0,0,2.0
145,0.6171537642291045,0.24378029850746288,0.1899605923611764,0.11157387110916264,0.04595440321859633,0.0476837933433837,1.4,0.0,2.0,0.0,0,2.0
146,0.5519430881939357,0.13034746268656736,0.6075645366867561,0.06291100394563788,0.04666964684845776,0.17050096535906986,1.4,0.0,2.0,0.5,0,2.0
147,0.4611018133030889,0.49253492537313426,0.4998282752988646,-0.397851819377466,0.07492177022798391,1.0282666458890006,1.4,0.0,2.0,0.5,1,2.0
148,0.4727976873815684,0.9184071641791047,0.3354406710238098,-0.5398947829899167,0.08565042467590522,1.223941818352437,1.4,0.0,2.0,0.5,1,2.0
149,0.6776580588943142,0.27960119402985095,-0.5062698596436775,-0.4890398947829899,-0.1611086276262852,0.7401277363304293,1.4,0.0,2.0,0.0,1,2.0
150,0.8779042587034405,0.04875701492537327,-0.7087370983868054,-0.15585269618588338,-0.20259275815824765,-0.05328820990848593,1.4,0.0,2.0,0.0,0,2.0
151,0.8616163432412622,0.24178865671641783,0.2657738678254055,-0.08921525646646208,-0.20545373267769335,-0.2701774406208047,0.0,0.0,2.5,0.0,0,1.5
152,0.57751836124981,-1.5353241791044774,1.132741921942855,0.2487943884261289,0.15002235136343317,0.022329183732388826,0.0,0.0,2.5,0.5,0,2.0
153,0.36798480384698734,-1.3004967164179102,0.7341777948513117,0.3285839544059623,0.27304425569959767,0.1982042653018171,0.0,0.0,2.5,0.5,0,2.0
154,0.3958800721079593,-0.8129361194029848,-0.5885247194527197,-0.08395440596229724,0.283772910147519,0.9492016714942179,1.4,0.0,2.5,0.0,1,2.0
155,0.4774229242451488,0.12437731343283602,-0.43028358744349,-0.19443226654975887,0.1278497988377291,0.8323057547410103,1.4,0.0,2.5,0.5,1,1.5
156,0.4960640303923063,-0.1263689552238804,-0.6012043625706296,0.0922840859272249,-0.0001788109074653554,-0.05328820990848593,1.4,0.0,2.5,0.0,0,2.0
157,0.6218085081859134,-0.13631761194029837,0.06953451157678885,0.17777290661990355,0.10174340634778721,0.053375426643472654,1.5,0.0,2.5,0.0,0,2.0
158,0.8848974397986147,-0.020897910447760935,-0.4493641097918697,0.0265234546251644,-0.05274921770227984,-0.04957941162841666,1.5,0.0,2.5,0.5,0,2.0
159,0.9966555554018734,-0.2776143283582087,-0.31640085378977334,-0.13700131521262604,-0.22655341975860527,-0.19793314906620355,1.5,0.0,2.5,0.0,0,1.5
160,0.7964241091393615,-0.10248835820895502,-0.41133535671672544,0.04669004822446295,0.013410818059901655,0.11110140769921124,1.0,0.0,2.5,0.0,0,2.0
161,0.7032775925900313,0.13432597014925365,-0.265855278054092,-0.18741779921087243,0.14930710773357175,0.8610285862834546,1.0,0.0,2.5,0.5,1,2.0
162,0.5752426266845555,0.5801002985074631,-0.17714865762165094,-0.2943884261288908,-0.031649530621367904,0.6818286649140936,1.0,0.0,2.5,0.0,1,2.0
163,0.42154386644351943,-0.629853134328358,1.265674649109194,0.21591407277509864,0.16861868573983013,0.16217932277928898,1.4,0.0,2.5,0.0,0,2.0
164,0.3842616541492047,-0.5701516417910445,0.8986468093550529,0.21898290223586148,0.12248547161376844,0.011806539576489944,1.4,0.0,2.5,0.0,0,2.0
165,0.37027529195885617,-0.739302686567164,-0.13293272716633886,0.3272687417799211,0.22583817612874385,0.0601716254692207,1.4,0.0,2.5,0.0,0,2.0
166,0.39827752343278156,0.2955199999999999,0.25945439882362226,-0.1939938623410785,-0.2794814483683505,-0.22341276227224435,1.4,0.0,2.5,0.0,0,1.5
167,0.41685592700682833,0.522385671641791,-0.3861490672168641,0.13875493204734765,0.10567724631202503,0.16217932277928898,1.4,0.0,2.5,0.5,0,2.0
168,0.5775626218896528,0.2099510447761199,-0.6265229436921064,-0.15453748355984218,0.20402324541797048,0.910734520199617,1.4,0.0,2.5,0.5,1,2.0
